"file","subject_id","gesture","clip_id","frame_index","timestamp_ms","background","lighting","split","found_hand"
"data/raw/s01/stop/20260613_134559_stop_003/frame_008.jpg","s01","stop","20260613_134559_stop_003","8","816","simple","bright","","1"
"data/raw/s01/stop/20260613_134559_stop_003/frame_009.jpg","s01","stop","20260613_134559_stop_003","9","916","simple","bright","","1"
"data/raw/s01/stop/20260613_134559_stop_003/frame_010.jpg","s01","stop","20260613_134559_stop_003","10","1017","simple","bright","","1"
"data/raw/s01/stop/20260613_134559_stop_003/frame_011.jpg","s01","stop","20260613_134559_stop_003","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134559_stop_003/frame_012.jpg","s01","stop","20260613_134559_stop_003","12","1216","simple","bright","","1"
"data/raw/s01/stop/20260613_134559_stop_003/frame_013.jpg","s01","stop","20260613_134559_stop_003","13","1318","simple","bright","","1"
"data/raw/s01/stop/20260613_134559_stop_003/frame_014.jpg","s01","stop","20260613_134559_stop_003","14","1417","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_000.jpg","s01","stop","20260613_134622_stop_004","0","40","simple","bright","","0"
"data/raw/s01/stop/20260613_134622_stop_004/frame_001.jpg","s01","stop","20260613_134622_stop_004","1","130","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_002.jpg","s01","stop","20260613_134622_stop_004","2","216","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_003.jpg","s01","stop","20260613_134622_stop_004","3","317","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_004.jpg","s01","stop","20260613_134622_stop_004","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_005.jpg","s01","stop","20260613_134622_stop_004","5","516","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_006.jpg","s01","stop","20260613_134622_stop_004","6","617","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_007.jpg","s01","stop","20260613_134622_stop_004","7","717","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_008.jpg","s01","stop","20260613_134622_stop_004","8","817","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_009.jpg","s01","stop","20260613_134622_stop_004","9","917","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_010.jpg","s01","stop","20260613_134622_stop_004","10","1017","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_011.jpg","s01","stop","20260613_134622_stop_004","11","1116","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_012.jpg","s01","stop","20260613_134622_stop_004","12","1216","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_013.jpg","s01","stop","20260613_134622_stop_004","13","1316","simple","bright","","1"
"data/raw/s01/stop/20260613_134622_stop_004/frame_014.jpg","s01","stop","20260613_134622_stop_004","14","1416","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_000.jpg","s01","stop","20260613_134629_stop_005","0","67","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_001.jpg","s01","stop","20260613_134629_stop_005","1","117","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_002.jpg","s01","stop","20260613_134629_stop_005","2","217","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_003.jpg","s01","stop","20260613_134629_stop_005","3","316","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_004.jpg","s01","stop","20260613_134629_stop_005","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_005.jpg","s01","stop","20260613_134629_stop_005","5","516","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_006.jpg","s01","stop","20260613_134629_stop_005","6","617","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_007.jpg","s01","stop","20260613_134629_stop_005","7","717","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_008.jpg","s01","stop","20260613_134629_stop_005","8","816","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_009.jpg","s01","stop","20260613_134629_stop_005","9","917","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_010.jpg","s01","stop","20260613_134629_stop_005","10","1017","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_011.jpg","s01","stop","20260613_134629_stop_005","11","1116","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_012.jpg","s01","stop","20260613_134629_stop_005","12","1217","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_013.jpg","s01","stop","20260613_134629_stop_005","13","1317","simple","bright","","1"
"data/raw/s01/stop/20260613_134629_stop_005/frame_014.jpg","s01","stop","20260613_134629_stop_005","14","1419","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_000.jpg","s01","stop","20260613_134709_stop_006","0","50","simple","bright","","0"
"data/raw/s01/stop/20260613_134709_stop_006/frame_001.jpg","s01","stop","20260613_134709_stop_006","1","129","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_002.jpg","s01","stop","20260613_134709_stop_006","2","218","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_003.jpg","s01","stop","20260613_134709_stop_006","3","316","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_004.jpg","s01","stop","20260613_134709_stop_006","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_005.jpg","s01","stop","20260613_134709_stop_006","5","517","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_006.jpg","s01","stop","20260613_134709_stop_006","6","616","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_007.jpg","s01","stop","20260613_134709_stop_006","7","716","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_008.jpg","s01","stop","20260613_134709_stop_006","8","816","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_009.jpg","s01","stop","20260613_134709_stop_006","9","916","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_010.jpg","s01","stop","20260613_134709_stop_006","10","1016","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_011.jpg","s01","stop","20260613_134709_stop_006","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_012.jpg","s01","stop","20260613_134709_stop_006","12","1217","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_013.jpg","s01","stop","20260613_134709_stop_006","13","1316","simple","bright","","1"
"data/raw/s01/stop/20260613_134709_stop_006/frame_014.jpg","s01","stop","20260613_134709_stop_006","14","1417","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_000.jpg","s01","stop","20260613_134717_stop_007","0","28","simple","bright","","0"
"data/raw/s01/stop/20260613_134717_stop_007/frame_001.jpg","s01","stop","20260613_134717_stop_007","1","130","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_002.jpg","s01","stop","20260613_134717_stop_007","2","218","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_003.jpg","s01","stop","20260613_134717_stop_007","3","317","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_004.jpg","s01","stop","20260613_134717_stop_007","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_005.jpg","s01","stop","20260613_134717_stop_007","5","518","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_006.jpg","s01","stop","20260613_134717_stop_007","6","616","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_007.jpg","s01","stop","20260613_134717_stop_007","7","716","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_008.jpg","s01","stop","20260613_134717_stop_007","8","816","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_009.jpg","s01","stop","20260613_134717_stop_007","9","916","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_010.jpg","s01","stop","20260613_134717_stop_007","10","1017","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_011.jpg","s01","stop","20260613_134717_stop_007","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_012.jpg","s01","stop","20260613_134717_stop_007","12","1216","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_013.jpg","s01","stop","20260613_134717_stop_007","13","1316","simple","bright","","1"
"data/raw/s01/stop/20260613_134717_stop_007/frame_014.jpg","s01","stop","20260613_134717_stop_007","14","1417","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_000.jpg","s01","stop","20260613_134726_stop_008","0","40","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_001.jpg","s01","stop","20260613_134726_stop_008","1","116","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_002.jpg","s01","stop","20260613_134726_stop_008","2","218","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_003.jpg","s01","stop","20260613_134726_stop_008","3","316","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_004.jpg","s01","stop","20260613_134726_stop_008","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_005.jpg","s01","stop","20260613_134726_stop_008","5","518","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_006.jpg","s01","stop","20260613_134726_stop_008","6","616","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_007.jpg","s01","stop","20260613_134726_stop_008","7","717","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_008.jpg","s01","stop","20260613_134726_stop_008","8","817","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_009.jpg","s01","stop","20260613_134726_stop_008","9","916","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_010.jpg","s01","stop","20260613_134726_stop_008","10","1016","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_011.jpg","s01","stop","20260613_134726_stop_008","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_012.jpg","s01","stop","20260613_134726_stop_008","12","1216","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_013.jpg","s01","stop","20260613_134726_stop_008","13","1317","simple","bright","","1"
"data/raw/s01/stop/20260613_134726_stop_008/frame_014.jpg","s01","stop","20260613_134726_stop_008","14","1417","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_000.jpg","s01","stop","20260613_134734_stop_009","0","30","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_001.jpg","s01","stop","20260613_134734_stop_009","1","116","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_002.jpg","s01","stop","20260613_134734_stop_009","2","218","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_003.jpg","s01","stop","20260613_134734_stop_009","3","317","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_004.jpg","s01","stop","20260613_134734_stop_009","4","416","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_005.jpg","s01","stop","20260613_134734_stop_009","5","516","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_006.jpg","s01","stop","20260613_134734_stop_009","6","616","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_007.jpg","s01","stop","20260613_134734_stop_009","7","716","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_008.jpg","s01","stop","20260613_134734_stop_009","8","818","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_009.jpg","s01","stop","20260613_134734_stop_009","9","917","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_010.jpg","s01","stop","20260613_134734_stop_009","10","1017","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_011.jpg","s01","stop","20260613_134734_stop_009","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_012.jpg","s01","stop","20260613_134734_stop_009","12","1217","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_013.jpg","s01","stop","20260613_134734_stop_009","13","1319","simple","bright","","1"
"data/raw/s01/stop/20260613_134734_stop_009/frame_014.jpg","s01","stop","20260613_134734_stop_009","14","1416","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_000.jpg","s01","stop","20260613_134740_stop_010","0","30","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_001.jpg","s01","stop","20260613_134740_stop_010","1","117","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_002.jpg","s01","stop","20260613_134740_stop_010","2","217","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_003.jpg","s01","stop","20260613_134740_stop_010","3","316","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_004.jpg","s01","stop","20260613_134740_stop_010","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_005.jpg","s01","stop","20260613_134740_stop_010","5","517","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_006.jpg","s01","stop","20260613_134740_stop_010","6","617","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_007.jpg","s01","stop","20260613_134740_stop_010","7","716","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_008.jpg","s01","stop","20260613_134740_stop_010","8","817","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_009.jpg","s01","stop","20260613_134740_stop_010","9","917","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_010.jpg","s01","stop","20260613_134740_stop_010","10","1016","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_011.jpg","s01","stop","20260613_134740_stop_010","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_012.jpg","s01","stop","20260613_134740_stop_010","12","1217","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_013.jpg","s01","stop","20260613_134740_stop_010","13","1317","simple","bright","","1"
"data/raw/s01/stop/20260613_134740_stop_010/frame_014.jpg","s01","stop","20260613_134740_stop_010","14","1416","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_000.jpg","s01","stop","20260613_134800_stop_011","0","36","simple","bright","","0"
"data/raw/s01/stop/20260613_134800_stop_011/frame_001.jpg","s01","stop","20260613_134800_stop_011","1","129","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_002.jpg","s01","stop","20260613_134800_stop_011","2","216","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_003.jpg","s01","stop","20260613_134800_stop_011","3","316","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_004.jpg","s01","stop","20260613_134800_stop_011","4","416","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_005.jpg","s01","stop","20260613_134800_stop_011","5","516","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_006.jpg","s01","stop","20260613_134800_stop_011","6","616","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_007.jpg","s01","stop","20260613_134800_stop_011","7","716","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_008.jpg","s01","stop","20260613_134800_stop_011","8","817","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_009.jpg","s01","stop","20260613_134800_stop_011","9","915","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_010.jpg","s01","stop","20260613_134800_stop_011","10","1016","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_011.jpg","s01","stop","20260613_134800_stop_011","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_012.jpg","s01","stop","20260613_134800_stop_011","12","1216","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_013.jpg","s01","stop","20260613_134800_stop_011","13","1317","simple","bright","","1"
"data/raw/s01/stop/20260613_134800_stop_011/frame_014.jpg","s01","stop","20260613_134800_stop_011","14","1416","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_000.jpg","s01","stop","20260613_134806_stop_012","0","28","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_001.jpg","s01","stop","20260613_134806_stop_012","1","117","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_002.jpg","s01","stop","20260613_134806_stop_012","2","216","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_003.jpg","s01","stop","20260613_134806_stop_012","3","316","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_004.jpg","s01","stop","20260613_134806_stop_012","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_005.jpg","s01","stop","20260613_134806_stop_012","5","517","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_006.jpg","s01","stop","20260613_134806_stop_012","6","616","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_007.jpg","s01","stop","20260613_134806_stop_012","7","717","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_008.jpg","s01","stop","20260613_134806_stop_012","8","817","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_009.jpg","s01","stop","20260613_134806_stop_012","9","916","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_010.jpg","s01","stop","20260613_134806_stop_012","10","1016","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_011.jpg","s01","stop","20260613_134806_stop_012","11","1116","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_012.jpg","s01","stop","20260613_134806_stop_012","12","1217","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_013.jpg","s01","stop","20260613_134806_stop_012","13","1317","simple","bright","","1"
"data/raw/s01/stop/20260613_134806_stop_012/frame_014.jpg","s01","stop","20260613_134806_stop_012","14","1417","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_000.jpg","s01","stop","20260613_134815_stop_013","0","29","simple","bright","","0"
"data/raw/s01/stop/20260613_134815_stop_013/frame_001.jpg","s01","stop","20260613_134815_stop_013","1","130","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_002.jpg","s01","stop","20260613_134815_stop_013","2","217","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_003.jpg","s01","stop","20260613_134815_stop_013","3","316","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_004.jpg","s01","stop","20260613_134815_stop_013","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_005.jpg","s01","stop","20260613_134815_stop_013","5","516","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_006.jpg","s01","stop","20260613_134815_stop_013","6","617","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_007.jpg","s01","stop","20260613_134815_stop_013","7","717","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_008.jpg","s01","stop","20260613_134815_stop_013","8","816","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_009.jpg","s01","stop","20260613_134815_stop_013","9","916","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_010.jpg","s01","stop","20260613_134815_stop_013","10","1018","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_011.jpg","s01","stop","20260613_134815_stop_013","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_012.jpg","s01","stop","20260613_134815_stop_013","12","1218","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_013.jpg","s01","stop","20260613_134815_stop_013","13","1317","simple","bright","","1"
"data/raw/s01/stop/20260613_134815_stop_013/frame_014.jpg","s01","stop","20260613_134815_stop_013","14","1416","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_000.jpg","s01","stop","20260613_134821_stop_014","0","15","simple","bright","","0"
"data/raw/s01/stop/20260613_134821_stop_014/frame_001.jpg","s01","stop","20260613_134821_stop_014","1","130","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_002.jpg","s01","stop","20260613_134821_stop_014","2","217","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_003.jpg","s01","stop","20260613_134821_stop_014","3","317","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_004.jpg","s01","stop","20260613_134821_stop_014","4","417","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_005.jpg","s01","stop","20260613_134821_stop_014","5","516","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_006.jpg","s01","stop","20260613_134821_stop_014","6","616","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_007.jpg","s01","stop","20260613_134821_stop_014","7","717","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_008.jpg","s01","stop","20260613_134821_stop_014","8","816","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_009.jpg","s01","stop","20260613_134821_stop_014","9","917","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_010.jpg","s01","stop","20260613_134821_stop_014","10","1017","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_011.jpg","s01","stop","20260613_134821_stop_014","11","1117","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_012.jpg","s01","stop","20260613_134821_stop_014","12","1217","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_013.jpg","s01","stop","20260613_134821_stop_014","13","1317","simple","bright","","1"
"data/raw/s01/stop/20260613_134821_stop_014/frame_014.jpg","s01","stop","20260613_134821_stop_014","14","1417","simple","bright","","1"
"data/raw/s01/stop/20260613_134827_stop_015/frame_000.jpg","s01","stop","20260613_134827_stop_015","0","34","simple","bright","","0"
"data/raw/s01/stop/20260613_134827_stop_015/frame_001.jpg","s01","stop","20260613_134827_stop_015","1","130","simple","bright","","1"
